asset_id,timestamp,vibration_mm_s,bearing_temp_c,discharge_pressure_bar,suction_pressure_bar,rpm,oil_temp_c,failure,severity_tier
COMP-01,2026-01-31 02:00:00,3.365,62.41,54.77,18.54,2960.0,59.19,0,severe
COMP-01,2026-01-31 03:00:00,2.883,62.64,55.04,18.07,3011.0,61.09,0,severe
COMP-01,2026-01-31 04:00:00,2.867,61.73,55.37,18.21,3042.0,60.58,0,severe
COMP-01,2026-01-31 05:00:00,3.113,66.88,54.88,17.38,3002.0,57.7,0,severe
COMP-01,2026-01-31 06:00:00,3.58,67.13,53.73,18.36,2952.0,57.84,0,severe
COMP-01,2026-01-31 07:00:00,3.024,66.11,52.45,18.33,2998.0,60.51,0,severe
COMP-01,2026-01-31 08:00:00,2.875,64.93,54.69,17.76,3015.0,57.34,0,severe
COMP-01,2026-01-31 09:00:00,3.257,69.12,55.09,18.04,3003.0,61.51,0,severe
COMP-01,2026-01-31 10:00:00,3.215,64.8,55.07,17.98,3007.0,57.93,0,severe
COMP-01,2026-01-31 11:00:00,2.715,65.44,56.43,18.37,3010.0,61.38,0,severe
COMP-01,2026-01-31 12:00:00,2.839,64.9,56.7,16.76,2977.0,62.14,0,severe
COMP-01,2026-01-31 13:00:00,3.329,64.32,54.84,16.75,2980.0,60.73,0,severe
COMP-01,2026-01-31 14:00:00,3.128,66.26,54.85,16.79,2991.0,54.47,0,severe
COMP-01,2026-01-31 15:00:00,2.259,63.73,55.86,17.64,3010.0,61.68,0,severe
COMP-01,2026-01-31 16:00:00,3.145,63.6,55.64,18.36,2970.0,59.35,0,severe
COMP-01,2026-01-31 17:00:00,3.278,66.36,54.34,16.2,3051.0,59.91,0,severe
COMP-01,2026-01-31 18:00:00,2.749,64.0,55.99,18.08,2939.0,58.89,0,severe
COMP-01,2026-01-31 19:00:00,3.203,65.27,54.78,18.96,2957.0,62.52,0,severe
COMP-01,2026-01-31 20:00:00,3.562,64.32,54.81,18.22,3014.0,60.27,0,severe
COMP-01,2026-01-31 21:00:00,3.119,64.98,55.65,16.38,3012.0,59.39,0,severe
COMP-01,2026-01-31 22:00:00,2.812,63.65,54.55,18.42,2998.0,62.01,0,severe
COMP-01,2026-01-31 23:00:00,2.843,63.72,55.14,18.19,3017.0,61.32,0,severe
COMP-01,2026-02-01 00:00:00,3.004,63.36,55.45,17.73,3014.0,58.3,0,severe
COMP-01,2026-02-01 01:00:00,3.113,66.69,56.23,18.15,3000.0,60.5,0,severe
COMP-01,2026-02-01 02:00:00,3.019,65.34,56.12,16.88,3007.0,60.33,0,severe
COMP-01,2026-02-01 03:00:00,3.15,66.84,55.4,18.04,2921.0,57.79,0,severe
COMP-01,2026-02-01 04:00:00,2.956,67.05,51.09,18.38,2997.0,61.24,0,severe
COMP-01,2026-02-01 05:00:00,3.054,64.08,55.37,17.45,2999.0,59.96,0,severe
COMP-01,2026-02-01 06:00:00,3.289,66.76,55.6,17.62,3048.0,63.23,0,severe
COMP-01,2026-02-01 07:00:00,2.681,64.97,55.9,17.55,2979.0,62.11,0,severe
COMP-01,2026-02-01 08:00:00,3.033,64.68,53.57,17.62,2999.0,60.33,0,severe
COMP-01,2026-02-01 09:00:00,3.032,67.5,51.82,17.34,3036.0,59.87,0,severe
COMP-01,2026-02-01 10:00:00,3.276,66.11,56.21,17.38,3014.0,56.93,0,severe
COMP-01,2026-02-01 11:00:00,2.932,64.3,53.16,18.41,3001.0,61.26,0,severe
COMP-01,2026-02-01 12:00:00,3.196,65.98,56.83,16.61,3024.0,59.9,0,severe
COMP-01,2026-02-01 13:00:00,3.331,62.47,54.13,18.15,2980.0,59.3,0,severe
COMP-01,2026-02-01 14:00:00,2.445,65.49,53.46,18.41,3043.0,60.03,0,severe
COMP-01,2026-02-01 15:00:00,3.351,62.0,55.52,16.92,3016.0,62.33,0,severe
COMP-01,2026-02-01 16:00:00,2.704,63.03,55.92,17.94,2959.0,62.05,0,severe
COMP-01,2026-02-01 17:00:00,2.672,66.17,55.83,17.27,2985.0,62.04,0,severe
COMP-01,2026-02-01 18:00:00,2.136,59.66,55.75,18.91,2946.0,58.44,0,severe
COMP-01,2026-02-01 19:00:00,2.759,68.61,53.94,17.84,3020.0,62.37,0,severe
COMP-01,2026-02-01 20:00:00,2.999,66.67,52.71,19.18,3014.0,59.26,0,severe
COMP-01,2026-02-01 21:00:00,2.885,61.32,54.42,19.06,2988.0,61.12,0,severe
COMP-01,2026-02-01 22:00:00,2.861,69.8,53.28,18.25,3030.0,60.94,0,severe
COMP-01,2026-02-01 23:00:00,2.666,70.35,55.65,19.71,2998.0,59.79,0,severe
COMP-01,2026-02-02 00:00:00,3.26,64.64,56.31,16.74,3066.0,60.32,0,severe
COMP-01,2026-02-02 01:00:00,3.288,63.15,55.26,19.16,2970.0,57.54,0,severe
COMP-01,2026-02-02 02:00:00,3.125,68.37,55.0,17.79,3016.0,60.09,0,severe
COMP-01,2026-02-02 03:00:00,2.434,64.31,54.53,17.9,2990.0,59.65,0,severe
COMP-01,2026-02-02 04:00:00,3.682,65.32,56.47,17.63,2983.0,63.29,0,severe
COMP-01,2026-02-02 05:00:00,3.044,67.43,52.25,16.84,2996.0,60.04,0,severe
COMP-01,2026-02-02 06:00:00,3.162,64.69,53.19,18.46,3009.0,58.93,0,severe
COMP-01,2026-02-02 07:00:00,2.551,64.52,57.74,17.01,3001.0,60.17,0,severe
COMP-01,2026-02-02 08:00:00,2.997,62.46,53.12,17.53,3017.0,58.99,0,severe
COMP-01,2026-02-02 09:00:00,3.124,63.74,55.8,17.56,3015.0,57.87,0,severe
COMP-01,2026-02-02 10:00:00,2.958,64.48,56.11,18.8,3036.0,60.62,0,severe
COMP-01,2026-02-02 11:00:00,3.262,62.52,52.11,17.94,2970.0,60.01,0,severe
COMP-01,2026-02-02 12:00:00,3.39,62.7,52.4,16.05,2961.0,61.49,0,severe
COMP-01,2026-02-02 13:00:00,2.597,65.07,56.9,17.28,2998.0,62.18,0,severe
COMP-01,2026-02-02 14:00:00,3.255,61.3,53.54,16.75,2980.0,62.83,0,severe
COMP-01,2026-02-02 15:00:00,3.118,63.24,53.58,18.4,3022.0,60.34,0,severe
COMP-01,2026-02-02 16:00:00,2.999,68.89,54.22,17.05,2973.0,61.04,0,severe
COMP-01,2026-02-02 17:00:00,2.529,64.31,53.54,17.52,2986.0,60.42,0,severe
COMP-01,2026-02-02 18:00:00,3.444,64.06,55.79,19.4,2992.0,56.52,0,severe
COMP-01,2026-02-02 19:00:00,3.119,64.3,53.23,18.51,3044.0,61.85,0,severe
COMP-01,2026-02-02 20:00:00,2.465,64.33,52.05,17.07,3053.0,60.82,0,severe
COMP-01,2026-02-02 21:00:00,2.927,66.15,56.73,18.66,2971.0,60.84,0,severe
COMP-01,2026-02-02 22:00:00,3.098,66.01,53.3,17.43,2945.0,59.23,0,severe
COMP-01,2026-02-02 23:00:00,3.152,64.22,53.87,18.66,2986.0,59.04,0,severe
COMP-01,2026-02-03 00:00:00,2.962,64.57,56.24,17.67,2999.0,59.9,0,severe
COMP-01,2026-02-03 01:00:00,3.102,67.63,55.11,17.23,2999.0,60.84,0,severe
COMP-01,2026-02-03 02:00:00,3.636,61.98,56.67,17.16,2998.0,57.07,0,severe
COMP-01,2026-02-03 03:00:00,3.464,64.88,56.27,18.23,3020.0,60.3,0,severe
COMP-01,2026-02-03 04:00:00,2.715,65.27,54.32,18.73,2990.0,62.53,0,severe
COMP-01,2026-02-03 05:00:00,2.821,63.45,56.53,18.3,3005.0,59.8,0,severe
COMP-01,2026-02-03 06:00:00,2.967,64.77,55.25,17.65,3016.0,57.03,0,severe
COMP-01,2026-02-03 07:00:00,2.475,63.18,54.1,16.56,3005.0,59.72,0,severe
COMP-01,2026-02-03 08:00:00,2.598,66.27,55.44,17.49,3017.0,60.44,0,severe
COMP-01,2026-02-03 09:00:00,2.513,62.32,53.04,17.0,2957.0,60.56,0,severe
COMP-01,2026-02-03 10:00:00,2.656,67.12,56.25,19.09,3003.0,60.23,0,severe
COMP-01,2026-02-03 11:00:00,3.417,64.85,56.06,17.68,3006.0,62.9,0,severe
COMP-01,2026-02-03 12:00:00,2.743,64.1,55.18,18.24,2996.0,60.21,0,severe
COMP-01,2026-02-03 13:00:00,2.692,62.99,52.12,17.73,2985.0,60.29,0,severe
COMP-01,2026-02-03 14:00:00,3.265,67.06,56.73,18.34,3012.0,59.15,0,severe
COMP-01,2026-02-03 15:00:00,2.865,63.7,55.66,18.57,3003.0,61.42,0,severe
COMP-01,2026-02-03 16:00:00,3.126,62.67,54.97,19.86,2999.0,62.55,0,severe
COMP-01,2026-02-03 17:00:00,2.782,67.1,54.73,17.64,2992.0,59.06,0,severe
COMP-01,2026-02-03 18:00:00,2.459,63.19,54.19,18.83,2993.0,59.84,0,severe
COMP-01,2026-02-03 19:00:00,3.14,64.81,54.48,18.22,2981.0,56.51,0,severe
COMP-01,2026-02-03 20:00:00,2.535,66.64,56.15,17.54,2988.0,58.75,0,severe
COMP-01,2026-02-03 21:00:00,2.847,65.32,54.22,17.59,2977.0,62.95,0,severe
COMP-01,2026-02-03 22:00:00,2.78,68.46,54.59,18.38,2990.0,59.55,0,severe
COMP-01,2026-02-03 23:00:00,3.059,63.33,54.81,17.76,3009.0,60.34,0,severe
COMP-01,2026-02-04 00:00:00,2.833,64.58,54.85,18.08,3020.0,58.91,0,severe
COMP-01,2026-02-04 01:00:00,2.962,64.73,54.07,18.53,2999.0,60.67,0,severe
COMP-01,2026-02-04 02:00:00,2.532,66.24,54.74,20.0,2998.0,59.74,0,severe
COMP-01,2026-02-04 03:00:00,3.6,67.58,55.51,18.03,3004.0,60.62,0,severe
COMP-01,2026-02-04 04:00:00,2.64,65.15,53.64,17.1,3025.0,60.16,0,severe
COMP-01,2026-02-04 05:00:00,3.36,64.72,54.75,18.32,2994.0,62.17,0,severe
COMP-01,2026-02-04 06:00:00,3.045,62.03,57.9,17.61,3012.0,60.25,0,severe
COMP-01,2026-02-04 07:00:00,3.042,65.22,54.91,19.51,3009.0,58.75,0,severe
COMP-01,2026-02-04 08:00:00,3.106,63.7,53.6,17.6,2984.0,59.05,0,severe
COMP-01,2026-02-04 09:00:00,2.436,66.24,53.43,18.01,3018.0,57.2,0,severe
COMP-01,2026-02-04 10:00:00,3.29,64.18,53.1,18.5,2948.0,60.19,0,severe
COMP-01,2026-02-04 11:00:00,2.847,64.52,57.44,18.39,3027.0,59.9,0,severe
COMP-01,2026-02-04 12:00:00,3.363,62.08,56.51,19.11,2970.0,62.27,0,severe
COMP-01,2026-02-04 13:00:00,2.955,61.38,53.07,18.53,2997.0,58.24,0,severe
COMP-01,2026-02-04 14:00:00,2.888,68.72,55.32,19.87,3021.0,58.95,0,severe
COMP-01,2026-02-04 15:00:00,2.613,65.26,56.84,18.36,2989.0,58.97,0,severe
COMP-01,2026-02-04 16:00:00,2.77,65.81,54.94,19.04,3006.0,59.62,0,severe
COMP-01,2026-02-04 17:00:00,3.127,63.18,54.26,17.62,3021.0,58.11,0,severe
COMP-01,2026-02-04 18:00:00,2.608,66.75,58.36,19.58,3046.0,59.58,0,severe
COMP-01,2026-02-04 19:00:00,2.403,66.39,52.14,17.72,3000.0,60.03,0,severe
COMP-01,2026-02-04 20:00:00,2.743,63.4,58.95,19.19,3004.0,60.07,0,severe
COMP-01,2026-02-04 21:00:00,3.252,62.88,55.09,18.71,3001.0,61.91,0,severe
COMP-01,2026-02-04 22:00:00,3.534,63.53,56.94,18.05,2994.0,59.96,0,severe
COMP-01,2026-02-04 23:00:00,2.797,64.94,53.2,19.2,2966.0,59.92,0,severe
COMP-01,2026-02-05 00:00:00,2.535,65.33,53.91,17.99,2972.0,61.72,0,severe
COMP-01,2026-02-05 01:00:00,2.897,65.08,53.38,19.09,3000.0,60.0,0,severe
COMP-01,2026-02-05 02:00:00,3.055,67.6,54.85,18.3,3009.0,58.18,0,severe
COMP-01,2026-02-05 03:00:00,3.173,63.57,55.46,17.7,3032.0,58.38,0,severe
COMP-01,2026-02-05 04:00:00,3.64,62.83,56.6,18.26,2995.0,58.4,0,severe
COMP-01,2026-02-05 05:00:00,3.068,65.0,52.43,18.03,3038.0,58.17,0,severe
COMP-01,2026-02-05 06:00:00,3.497,61.61,55.24,17.65,2970.0,63.0,0,severe
COMP-01,2026-02-05 07:00:00,2.861,66.39,56.34,18.19,3005.0,58.39,0,severe
COMP-01,2026-02-05 08:00:00,3.026,65.2,56.62,18.32,2993.0,59.94,0,severe
COMP-01,2026-02-05 09:00:00,2.822,64.32,54.34,16.04,2967.0,60.08,0,severe
COMP-01,2026-02-05 10:00:00,2.796,64.21,54.36,18.4,2958.0,59.73,0,severe
COMP-01,2026-02-05 11:00:00,2.921,66.82,54.86,18.59,2989.0,58.83,0,severe
COMP-01,2026-02-05 12:00:00,2.916,66.76,55.28,19.16,2991.0,60.68,0,severe
COMP-01,2026-02-05 13:00:00,2.819,64.51,56.95,17.01,2978.0,57.71,0,severe
COMP-01,2026-02-05 14:00:00,2.835,66.18,53.18,17.19,3019.0,58.4,0,severe
COMP-01,2026-02-05 15:00:00,3.329,66.73,53.82,18.17,2990.0,61.68,0,severe
COMP-01,2026-02-05 16:00:00,3.634,65.67,53.0,17.43,2975.0,58.35,0,severe
COMP-01,2026-02-05 17:00:00,2.85,64.59,55.64,17.05,2994.0,61.95,0,severe
COMP-01,2026-02-05 18:00:00,2.903,65.76,56.65,17.67,2984.0,62.07,0,severe
COMP-01,2026-02-05 19:00:00,3.157,62.92,52.87,17.71,3041.0,62.1,0,severe
COMP-01,2026-02-05 20:00:00,3.956,65.14,55.13,17.19,2992.0,61.27,0,severe
COMP-01,2026-02-05 21:00:00,3.025,64.53,56.54,17.18,2977.0,57.93,0,severe
COMP-01,2026-02-05 22:00:00,3.292,64.22,56.18,17.9,3041.0,57.69,0,severe
COMP-01,2026-02-05 23:00:00,3.463,61.55,56.16,16.84,3018.0,58.32,0,severe
COMP-01,2026-02-06 00:00:00,3.103,62.94,53.22,16.83,3003.0,58.57,0,severe
COMP-01,2026-02-06 01:00:00,3.278,64.03,56.15,18.06,2980.0,58.05,0,severe
COMP-01,2026-02-06 02:00:00,3.182,66.79,54.72,19.2,3019.0,58.97,0,severe
COMP-01,2026-02-06 03:00:00,3.31,65.57,56.61,18.59,2963.0,61.15,0,severe
COMP-01,2026-02-06 04:00:00,2.69,66.88,55.67,18.98,3017.0,60.98,0,severe
COMP-01,2026-02-06 05:00:00,3.061,67.49,53.78,16.56,3006.0,60.44,0,severe
COMP-01,2026-02-06 06:00:00,3.144,65.66,55.42,16.87,3025.0,59.68,0,severe
COMP-01,2026-02-06 07:00:00,3.14,65.28,56.23,18.01,2941.0,59.9,0,severe
COMP-01,2026-02-06 08:00:00,3.341,63.05,54.24,18.67,2977.0,60.45,0,severe
COMP-01,2026-02-06 09:00:00,3.134,68.97,55.19,18.51,2975.0,59.29,0,severe
COMP-01,2026-02-06 10:00:00,2.657,62.16,53.0,16.92,2972.0,61.47,0,severe
COMP-01,2026-02-06 11:00:00,3.177,65.24,55.82,18.91,3011.0,58.03,0,severe
COMP-01,2026-02-06 12:00:00,2.735,66.67,54.92,17.93,2993.0,58.83,0,severe
COMP-01,2026-02-06 13:00:00,2.79,66.69,56.37,18.62,2978.0,58.61,0,severe
COMP-01,2026-02-06 14:00:00,2.874,62.69,55.78,17.52,2972.0,60.69,0,severe
COMP-01,2026-02-06 15:00:00,2.967,64.16,54.39,16.77,2976.0,58.2,0,severe
COMP-01,2026-02-06 16:00:00,2.537,63.4,53.73,18.68,3022.0,58.62,0,severe
COMP-01,2026-02-06 17:00:00,3.335,61.04,53.39,18.38,2998.0,60.64,0,severe
